acc,val_acc,sigma,lambda,n1,n2,n3,n4,sp1,sp2,sp3,sp4
0.9966507936507937,0.9720476190249125,0.0001,0.0039162109375,659.6666666666666,88.66666666666667,190.33333333333334,91.33333333333333,0.8720227465986395,0.8402,0.41641111111111107,0.08833333333333333
0.9938968253968254,0.9754761904761905,0.0001,0.00741124177631579,648.6666666666666,47.0,125.66666666666667,92.66666666666667,0.933047406462585,0.9068555555555555,0.6204888888888889,0.07433333333333332
0.9926984126984126,0.9715238094783963,0.0001,0.0070000616776315795,655.0,49.666666666666664,129.66666666666666,89.33333333333333,0.9268399234693878,0.8995527777777778,0.6215666666666667,0.10699999999999998
0.9935634920634921,0.9714761904761905,0.0001,0.006588881578947369,648.3333333333334,46.666666666666664,136.33333333333334,92.33333333333333,0.932217261904762,0.9051861111111111,0.5902222222222222,0.07666666666666666
0.9954761904761904,0.9738571428571428,0.0001,0.006177701480263158,649.0,51.0,139.33333333333334,93.0,0.9257940051020408,0.8930666666666666,0.5689444444444444,0.07133333333333336
0.9931269841269842,0.9732857142403012,0.0001,0.005766521381578947,670.6666666666666,54.333333333333336,147.66666666666666,92.66666666666667,0.9152923044217687,0.8851555555555555,0.5356666666666666,0.07433333333333332
0.993095238095238,0.9703333332652138,0.0001,0.005355341282894737,675.0,59.0,159.66666666666666,93.33333333333333,0.910110544217687,0.8810416666666666,0.5025666666666667,0.0676666666666667
0.9956349206349207,0.9721904761904762,0.0001,0.004944161184210526,652.3333333333334,64.33333333333333,165.33333333333334,93.0,0.9080474064625851,0.8729833333333333,0.5000222222222223,0.07133333333333332
0.9962857142857143,0.9729047618820554,0.0001,0.004532981085526316,640.0,65.66666666666667,162.33333333333334,91.66666666666667,0.9096290391156462,0.8814638888888888,0.52,0.084
0.9962619047619047,0.9705238095919291,0.0001,0.0041218009868421055,655.6666666666666,90.33333333333333,178.0,91.0,0.8832376700680271,0.8479666666666666,0.45927777777777773,0.09066666666666667
0.9974761904761905,0.9710476190249125,0.0001,0.0037106208881578953,649.6666666666666,89.0,198.0,90.0,0.8810937500000001,0.8345805555555557,0.41641111111111107,0.10166666666666664
0.9978968253968254,0.9726666666666667,0.0001,0.0032994407894736846,647.6666666666666,102.0,203.33333333333334,92.33333333333333,0.866295705782313,0.8251166666666667,0.38397777777777775,0.07799999999999996
0.9989603174603174,0.9743333333333334,0.0001,0.002888260690789474,639.0,111.0,208.0,91.33333333333333,0.8491666666666667,0.7883166666666667,0.37270000000000003,0.08699999999999997
0.9993333333333334,0.9730952381179446,0.0001,0.0024770805921052633,657.6666666666666,144.0,212.66666666666666,92.0,0.8144153911564626,0.7497916666666667,0.3496333333333333,0.08066666666666662
0.9995952380952381,0.9740000000000001,0.0001,0.002065900493421053,646.0,179.0,233.33333333333334,91.33333333333333,0.79125106292517,0.6945,0.29633333333333334,0.0873333333333333
0.9997301587301588,0.9746666666893731,0.0001,0.0016547203947368423,655.0,230.66666666666666,239.66666666666666,94.0,0.7346014030612245,0.6314,0.24304444444444442,0.06133333333333335
0.9947460317460317,0.9724761904080709,0.0003,0.0039162109375,675.6666666666666,62.666666666666664,102.33333333333333,89.66666666666667,0.936172406462585,0.934225,0.7268333333333333,0.10466666666666664
0.9933095238095238,0.9703809523809523,0.0003,0.004532981085526316,679.0,42.333333333333336,96.66666666666667,89.0,0.9415274234693878,0.9383055555555556,0.7575555555555556,0.11033333333333332
0.994436507936508,0.9723333333560399,0.0003,0.0041218009868421055,690.0,57.0,92.66666666666667,90.0,0.9350701530612245,0.9320555555555555,0.7634333333333334,0.10100000000000002
0.9971507936507936,0.9708095237868174,0.0003,0.0032994407894736846,668.0,56.0,105.0,85.66666666666667,0.9301775085034013,0.9304638888888889,0.7224333333333334,0.14400000000000002
0.997984126984127,0.9721904761450633,0.0003,0.002888260690789474,680.0,46.333333333333336,110.0,86.33333333333333,0.92437393707483,0.9181694444444445,0.6966555555555556,0.137
0.9972936507936508,0.9722857142175947,0.0003,0.0024770805921052633,692.3333333333334,107.33333333333333,129.33333333333334,87.33333333333333,0.9088828656462585,0.9013777777777778,0.6565222222222222,0.12733333333333333
0.998904761904762,0.9710000000681197,0.0003,0.002065900493421053,671.0,69.66666666666667,153.0,91.66666666666667,0.899938350340136,0.8942861111111111,0.5742888888888888,0.08466666666666663
0.9994920634920635,0.9767619047391983,0.0003,0.0016547203947368423,678.6666666666666,75.66666666666667,156.66666666666666,92.66666666666667,0.8918951955782314,0.882961111111111,0.5474111111111112,0.07433333333333336
0.9997936507936508,0.9758095238095238,0.0003,0.0012435402960526316,672.0,103.0,183.0,92.66666666666667,0.860766369047619,0.8492305555555556,0.45826666666666666,0.074
0.999920634920635,0.9758095237868173,0.0003,0.0008323601973684212,666.6666666666666,215.33333333333334,222.66666666666666,91.0,0.7427944302721089,0.6881027777777776,0.3546777777777778,0.09000000000000001
0.9978015873015873,0.9706666666666667,0.0005,0.00196310546875,689.0,130.66666666666666,157.33333333333334,87.0,0.9033248299319728,0.9121972222222222,0.6758888888888889,0.131
0.9972222222222222,0.9703333333333334,0.0005,0.002271490542763158,684.3333333333334,139.66666666666666,138.66666666666666,88.33333333333333,0.9149340986394557,0.9182944444444444,0.7097666666666665,0.11766666666666666
0.9979761904761905,0.9728571428344365,0.0005,0.0018603104440789474,684.3333333333334,132.0,153.0,88.66666666666667,0.8999500425170068,0.9044527777777778,0.6539333333333334,0.11366666666666665
0.9987539682539683,0.9757142856915791,0.0005,0.001654720394736842,685.3333333333334,129.66666666666666,168.33333333333334,89.0,0.8863977465986395,0.89075,0.6224222222222222,0.11066666666666665
0.9985238095238095,0.9753809523809523,0.0005,0.0014491303453947368,684.3333333333334,171.33333333333334,168.0,88.0,0.8469632227891157,0.8651777777777777,0.5961777777777778,0.124
0.9989603174603174,0.9745714285714285,0.0005,0.0012435402960526316,686.0,205.66666666666666,193.33333333333334,91.0,0.7918420493197278,0.8016444444444444,0.5508222222222222,0.09333333333333331
0.9997301587301587,0.9742857142175948,0.0005,0.0010379502467105263,675.6666666666666,159.0,174.0,90.0,0.8539381377551022,0.86185,0.5716111111111112,0.10033333333333332
0.9998333333333335,0.9745714285714286,0.0005,0.0008323601973684211,681.6666666666666,227.0,198.0,92.33333333333333,0.7743548044217686,0.7633,0.4661333333333333,0.07766666666666666
0.9999285714285714,0.9750000000000001,0.0005,0.0006267701480263158,686.6666666666666,281.0,214.0,89.33333333333333,0.7160597363945579,0.7021833333333333,0.4471,0.10766666666666665
0.9971904761904762,0.9716666665985471,0.0007,0.00196310546875,685.0,229.33333333333334,134.66666666666666,86.33333333333333,0.8602848639455782,0.8917361111111112,0.7213333333333333,0.14133333333333334
0.9940634920634922,0.9727619047619047,0.0007,0.003093850740131579,689.3333333333334,203.66666666666666,98.33333333333333,84.0,0.9114306972789116,0.9409749999999999,0.8234888888888889,0.1606666666666667
0.9962936507936507,0.9708095237641108,0.0007,0.0024770805921052633,690.0,202.0,109.33333333333333,89.33333333333333,0.8980410289115645,0.9318777777777778,0.7856888888888888,0.10866666666666665
0.9968174603174602,0.9720952380952381,0.0007,0.002271490542763158,689.0,192.66666666666666,128.0,84.66666666666667,0.8931079931972791,0.9194638888888887,0.7742888888888889,0.15433333333333332
0.997,0.9724761904761904,0.0007,0.0020659004934210526,691.0,215.33333333333334,119.66666666666667,85.0,0.8746322278911564,0.9077444444444445,0.7527777777777778,0.15333333333333335
0.997515873015873,0.9727142857142858,0.0007,0.0018603104440789474,689.0,206.33333333333334,136.33333333333334,87.66666666666667,0.8580346513605441,0.899975,0.7227666666666667,0.12766666666666668
0.9983888888888889,0.9719523810205005,0.0007,0.001654720394736842,689.3333333333334,203.0,144.33333333333334,87.33333333333333,0.849936224489796,0.8913611111111109,0.7066,0.13
0.9986031746031746,0.9736666666439602,0.0007,0.0014491303453947368,690.3333333333334,246.66666666666666,160.66666666666666,86.66666666666667,0.7990391156462585,0.8481277777777777,0.6552555555555556,0.139
0.9990396825396827,0.9722380952153887,0.0007,0.0012435402960526316,694.0,262.0,162.0,89.66666666666667,0.7625233843537416,0.8348305555555555,0.6447999999999999,0.10466666666666664
0.9994603174603175,0.9751904761904763,0.0007,0.0010379502467105263,685.0,264.3333333333333,169.0,88.0,0.753452380952381,0.8100583333333334,0.6191555555555556,0.12366666666666666
0.9997222222222222,0.9752857142175947,0.0007,0.0008323601973684211,684.0,292.3333333333333,183.33333333333334,89.0,0.6959194302721089,0.7374611111111111,0.5439222222222222,0.11499999999999999
0.9967460317460318,0.975952380952381,0.0009,0.00196310546875,690.0,312.6666666666667,140.33333333333334,84.33333333333333,0.7519164540816327,0.8554611111111111,0.7362222222222222,0.16033333333333336
0.9924761904761904,0.9720476190022059,0.0009,0.003710620888157895,690.6666666666666,250.33333333333334,54.0,79.66666666666667,0.8819876700680273,0.9462638888888889,0.889388888888889,0.2093333333333333
0.9934603174603174,0.9709523809523809,0.0009,0.003299440789473684,691.0,257.0,67.0,83.33333333333333,0.8551009778911564,0.9355222222222223,0.8614666666666667,0.17066666666666666
0.9946587301587302,0.970571428548722,0.0009,0.0028882606907894735,696.0,281.0,90.0,82.0,0.8335278486394558,0.9208305555555557,0.8380333333333333,0.18633333333333332
0.9950714285714285,0.973952380952381,0.0009,0.0026826706414473686,692.3333333333334,285.6666666666667,85.33333333333333,84.66666666666667,0.8050053146258502,0.9117722222222223,0.8309333333333333,0.15833333333333335
0.9957857142857143,0.9730952380725316,0.0009,0.002271490542763158,695.3333333333334,268.6666666666667,116.66666666666667,82.0,0.8152200255102041,0.8998638888888889,0.788088888888889,0.18099999999999997
0.9968571428571428,0.9754761904080708,0.0009,0.0020659004934210526,688.3333333333334,282.3333333333333,112.0,84.0,0.7998767006802722,0.89785,0.7906333333333334,0.16033333333333336
0.9971984126984127,0.9742857142403012,0.0009,0.0018603104440789474,688.0,308.0,123.0,86.0,0.7377242772108844,0.8614166666666666,0.7570333333333332,0.15700000000000003
0.9985714285714286,0.9729999999772936,0.0009,0.001654720394736842,692.3333333333334,300.0,117.0,83.0,0.7666794217687075,0.8781166666666667,0.7722333333333333,0.17666666666666667
0.9984285714285713,0.9751904761904763,0.0009,0.0014491303453947368,687.3333333333334,328.0,146.66666666666666,83.66666666666667,0.6892272534013605,0.8171027777777778,0.7049,0.168
0.9986190476190476,0.975952380906968,0.0009,0.0012435402960526316,702.3333333333334,352.3333333333333,174.0,84.33333333333333,0.5896906887755102,0.7460472222222222,0.6349666666666667,0.1566666666666667
0.9993174603174603,0.9756666667120797,0.0009,0.0010379502467105263,691.3333333333334,346.0,181.0,85.0,0.6086936649659863,0.7437027777777777,0.6258222222222223,0.15966666666666665
0.9966111111111111,0.9734285714285714,0.001,0.00196310546875,695.6666666666666,330.0,121.33333333333333,80.66666666666667,0.6926966411564625,0.8632805555555555,0.7766222222222222,0.19466666666666668
0.9919841269841271,0.9713333333333333,0.001,0.0035050308388157895,692.0,310.6666666666667,79.0,80.33333333333333,0.8207684948979592,0.9208250000000001,0.8650333333333334,0.19999999999999998
0.9949841269841269,0.9719047618820552,0.001,0.0028882606907894735,691.3333333333334,303.3333333333333,81.33333333333333,78.33333333333333,0.8101190476190476,0.9250277777777778,0.8677333333333334,0.22299999999999998
0.9947857142857143,0.973,0.001,0.0026826706414473686,691.3333333333334,308.0,93.33333333333333,77.66666666666667,0.7879283588435374,0.9068138888888889,0.8393,0.2283333333333333
0.9937380952380952,0.97347619054431,0.001,0.0024770805921052633,696.0,313.6666666666667,126.33333333333333,82.33333333333333,0.7227327806122448,0.8782027777777778,0.7797222222222221,0.18033333333333335
0.9961746031746032,0.9724761904080709,0.001,0.002271490542763158,694.3333333333334,317.3333333333333,97.0,77.0,0.7395822704081633,0.8912416666666667,0.8274333333333334,0.23066666666666666
0.9967380952380953,0.9722857142630078,0.001,0.0020659004934210526,691.3333333333334,330.3333333333333,109.66666666666667,81.66666666666667,0.7086203231292517,0.8683861111111112,0.7964666666666668,0.18733333333333335
0.9970793650793651,0.9721428571428571,0.001,0.0018603104440789474,690.6666666666666,329.3333333333333,133.0,83.0,0.6829485544217686,0.8455333333333334,0.7521888888888889,0.17633333333333337
0.9988650793650793,0.9734761904761905,0.001,0.001654720394736842,690.3333333333334,299.6666666666667,104.0,83.33333333333333,0.7370365646258503,0.8764194444444445,0.7922666666666668,0.17566666666666667
0.9991111111111111,0.9721428571428571,0.001,0.0014491303453947368,694.3333333333334,311.6666666666667,126.66666666666667,86.33333333333333,0.6855548469387754,0.8534027777777777,0.7558111111111111,0.15100000000000002
0.9994365079365078,0.9763809523582458,0.001,0.0010379502467105263,692.0,374.3333333333333,176.66666666666666,85.33333333333333,0.5471502976190475,0.7192055555555555,0.6295888888888889,0.15900000000000003
0.9876111111111111,0.9718095237868173,0.003,0.007822421875,693.3333333333334,394.3333333333333,135.0,43.0,0.5014615221088435,0.9498583333333332,0.922211111111111,0.596
0.9874999999999999,0.9716666666439601,0.003,0.008233601973684211,691.0,394.6666666666667,114.33333333333333,43.666666666666664,0.5565731292517008,0.9542833333333333,0.935811111111111,0.6123333333333333
0.9894444444444445,0.9722857142857143,0.003,0.00741124177631579,693.6666666666666,390.0,109.66666666666667,46.0,0.5207047193877551,0.9500138888888889,0.9300888888888889,0.5736666666666667
0.9905158730158731,0.9739047619047619,0.003,0.006588881578947369,696.3333333333334,395.6666666666667,141.0,47.666666666666664,0.4795408163265306,0.9446555555555555,0.9197777777777777,0.5643333333333334
0.9913730158730157,0.9733333333333333,0.003,0.005766521381578947,693.6666666666666,394.3333333333333,121.33333333333333,50.666666666666664,0.45928252551020404,0.9274416666666667,0.9073444444444445,0.5453333333333333
0.9910079365079364,0.9718571428117299,0.003,0.004944161184210526,696.0,396.6666666666667,170.0,54.333333333333336,0.3846524234693877,0.862925,0.8618777777777779,0.5193333333333334
0.9935317460317461,0.9733333332652138,0.003,0.0041218009868421055,694.0,398.6666666666667,158.0,58.333333333333336,0.383125,0.8554,0.8505777777777777,0.4706666666666666
0.9956111111111111,0.9749047619047619,0.003,0.0032994407894736846,693.6666666666666,398.6666666666667,181.33333333333334,55.666666666666664,0.35944409013605444,0.7863805555555555,0.8193,0.49466666666666664
