acc,val_acc,sigma,lambda,n1,n2,n3,n4,sp1,sp2,sp3,sp4
0.8337381174157431,0.8303156517806888,0.0001,0.0312596875,45.0,50.0,47.333333333333336,18.333333333333332,0.34456790123456793,0.012933333333333352,0.09100000000000001,0.08333333333333333
0.8329578635138691,0.8307172443945161,0.0001,0.0427727302631579,41.666666666666664,50.0,46.666666666666664,19.666666666666668,0.3796296296296296,0.00946666666666666,0.06800000000000002,0.01666666666666668
0.8353349468996734,0.8332300666602684,0.0001,0.039483289473684215,43.666666666666664,49.666666666666664,46.0,18.666666666666668,0.36049382716049383,0.024933333333333325,0.11066666666666665,0.0666666666666667
0.834985945615227,0.8321629777551894,0.0001,0.032904407894736844,43.333333333333336,50.0,46.333333333333336,18.666666666666668,0.3233333333333333,0.008533333333333356,0.10599999999999998,0.06904761904761902
0.8379185737862079,0.8330407444379425,0.0001,0.02961496710526316,44.666666666666664,50.0,48.666666666666664,19.0,0.3349382716049383,0.002666666666666632,0.048333333333333305,0.05000000000000001
0.8360358377223657,0.8328743703663263,0.0001,0.026325526315789473,48.333333333333336,50.0,48.333333333333336,19.333333333333332,0.3066666666666667,0.003066666666666662,0.055000000000000014,0.0357142857142857
0.8381882100769845,0.8364198593237453,0.0001,0.023036085526315787,46.333333333333336,50.0,48.333333333333336,18.333333333333332,0.28259259259259256,0.0046666666666666705,0.06533333333333331,0.08333333333333337
0.8385993751928424,0.8336316592761474,0.0001,0.019746644736842105,48.333333333333336,50.0,49.333333333333336,18.0,0.22530864197530864,0.0020000000000000386,0.04366666666666671,0.10238095238095242
0.8354410921602341,0.8338095074097822,0.0001,0.01645720394736842,49.666666666666664,50.0,49.0,19.333333333333332,0.19506172839506172,0.0020000000000000018,0.028000000000000025,0.033333333333333326
0.8340297546333978,0.8310213073587648,0.0005,0.007822421875,53.666666666666664,50.0,45.666666666666664,19.666666666666668,0.15271604938271607,0.004933333333333308,0.08766666666666667,0.01666666666666668
0.8330687835472114,0.8303730221605411,0.0005,0.012345402960526317,54.0,50.0,42.333333333333336,18.0,0.22925925925925927,0.08439999999999999,0.18966666666666665,0.10476190476190476
0.833025761369361,0.8320424999699471,0.0005,0.009878322368421052,54.0,50.0,43.666666666666664,17.666666666666668,0.1697530864197531,0.017600000000000022,0.15666666666666665,0.1166666666666667
0.8355711381573262,0.833528392598295,0.0005,0.009055962171052633,54.0,50.0,46.333333333333336,18.0,0.17320987654320988,0.016800000000000037,0.10266666666666668,0.10238095238095235
0.8342305513853635,0.8310672036506097,0.0005,0.008233601973684211,53.666666666666664,50.0,46.333333333333336,18.666666666666668,0.14938271604938272,0.016533333333333327,0.0766666666666667,0.06904761904761907
0.8364909803619162,0.8347159592947716,0.0005,0.00741124177631579,54.0,50.0,45.666666666666664,19.0,0.15555555555555556,0.011866666666666656,0.10366666666666668,0.05238095238095238
0.8343806752204013,0.8316179592293468,0.0005,0.006588881578947369,53.666666666666664,50.0,46.0,17.666666666666668,0.14320987654320985,0.011199999999999988,0.1226666666666667,0.11666666666666665
0.8328259191501665,0.8319621814510114,0.001,0.0039162109375,54.0,50.0,46.0,19.0,0.10395061728395061,0.00733333333333334,0.12233333333333334,0.05000000000000001
0.8310808731906395,0.8321457666416441,0.001,0.00741124177631579,53.666666666666664,50.0,38.0,16.666666666666668,0.18839506172839507,0.12826666666666667,0.3186666666666667,0.16904761904761903
0.8322340368838069,0.8349110185576816,0.001,0.006588881578947369,54.0,50.0,41.666666666666664,18.333333333333332,0.1453086419753086,0.04733333333333334,0.21166666666666667,0.0857142857142857
0.8337744554634473,0.833964407423483,0.001,0.006177701480263158,53.666666666666664,50.0,39.333333333333336,18.333333333333332,0.154320987654321,0.07653333333333334,0.25866666666666666,0.08333333333333333
0.8332954001841889,0.8300861702982112,0.001,0.004944161184210526,54.0,50.0,44.333333333333336,19.0,0.12135802469135804,0.015466666666666665,0.16466666666666666,0.050000000000000044
0.8328182631683355,0.8302697554854244,0.003,0.0034279345703125,54.0,50.0,41.0,19.0,0.09753086419753083,0.15973333333333337,0.2966666666666667,0.05000000000000001
0.8367701938969795,0.8342111000297646,0.003,0.0036592233758223685,54.0,50.0,42.0,17.333333333333332,0.09456790123456793,0.1408,0.25166666666666665,0.15476190476190477
0.8302269994616253,0.8314687962575977,0.003,0.003607825863486842,53.666666666666664,50.0,42.666666666666664,17.333333333333332,0.10185185185185182,0.14959999999999998,0.25033333333333335,0.14523809523809525
0.8351083360743331,0.83205397404496,0.003,0.003402235814144737,54.0,50.0,42.0,16.333333333333332,0.10333333333333332,0.16280000000000003,0.31033333333333335,0.18809523809523807
0.8352756696175945,0.8346643259582391,0.003,0.0033508383018092105,53.666666666666664,50.0,42.666666666666664,17.666666666666668,0.10172839506172837,0.17479999999999998,0.30066666666666664,0.1166666666666667
0.8332963603200616,0.8308778814303354,0.003,0.003248043277138158,54.0,50.0,45.0,18.0,0.09370370370370369,0.12706666666666666,0.274,0.10952380952380954
