acc,val_acc,type,sigma,lambda,n1,n2,n3,n4,sp1,sp2,sp3,sp4
0.9988492063492064,0.9712857142024568,type4,0.25,0.00037799999999999997,699.3333333333334,400.0,299.0,96.66666666666667,0.1280027636054422,0.005572222222222238,0.009011111111111117,0.039333333333333366
0.999373015873016,0.9703968251470535,type4,1.75,0.00042300000000000004,784.0,400.0,300.0,100.0,0.007132227891156455,0.005261111111111087,0.003933333333333344,0.00033333333333333365
0.9991190476190477,0.9710952380119808,type4,0.5,0.00031600000000000004,704.0,400.0,299.6666666666667,99.33333333333333,0.11100765306122451,0.005397222222222202,0.005633333333333305,0.009333333333333341
0.9987619047619049,0.9700476188432603,type4,1.0,0.00047999999999999996,784.0,400.0,300.0,100.0,0.0171077806122449,0.005330555555555542,0.004588888888888902,0.001000000000000001
0.9993571428571428,0.9708730160319616,type4,0.625,0.000499,713.3333333333334,400.0,300.0,98.66666666666667,0.09989795918367346,0.005338888888888893,0.00727777777777779,0.01666666666666668
0.9996349206349207,0.971857142705766,type4,1.0,0.00047999999999999996,784.0,400.0,300.0,100.0,0.025681335034013635,0.005302777777777805,0.0037999999999999887,0.001666666666666668
0.9993492063492063,0.9722857138315836,type4,0.5,0.00031600000000000004,706.3333333333334,400.0,299.3333333333333,99.33333333333333,0.10847789115646256,0.005205555555555574,0.007055555555555555,0.009666666666666674
0.999547619047619,0.9713809523582458,type4,1.75,0.00042300000000000004,784.0,400.0,300.0,100.0,0.007144982993197287,0.005441666666666678,0.003977777777777784,0.001666666666666668
0.9996825396825396,0.9712857141419063,type4,0.25,0.0004980000000000001,700.6666666666666,400.0,298.3333333333333,94.66666666666667,0.13575467687074827,0.005452777777777788,0.017588888888888876,0.057666666666666644
0.9998333333333335,0.9724761903399514,type4,0.25,0.000499,698.0,400.0,296.3333333333333,91.66666666666667,0.14252125850340136,0.00597499999999999,0.03672222222222221,0.09166666666666672
0.9993333333333334,0.9713968253741191,type4,2.0,0.000479,784.0,400.0,300.0,100.0,0.006977040816326552,0.00516666666666669,0.0040000000000000036,0.001666666666666668
0.9994206349206349,0.9713968253059991,type4,0.5,0.00031600000000000004,706.6666666666666,400.0,300.0,99.66666666666667,0.10776679421768709,0.0052916666666666945,0.00513333333333336,0.009666666666666676
0.9994365079365081,0.9720476192822533,type4,0.625,0.0004980000000000001,715.0,400.0,300.0,99.33333333333333,0.09828656462585035,0.005236111111111071,0.0077666666666666995,0.009333333333333341
0.9988809523809524,0.9709523811870152,type4,1.625,0.00043499999999999995,784.0,400.0,300.0,100.0,0.0070758928571428665,0.005433333333333327,0.0040999999999999925,0.0023333333333333353
0.9996031746031746,0.9720158730083042,type4,0.375,0.00025499999999999996,702.3333333333334,400.0,300.0,98.33333333333333,0.11658588435374147,0.005341666666666689,0.0058555555555555765,0.02200000000000002
0.9995079365079365,0.9714603175662813,type4,1.875,0.00048499999999999997,784.0,400.0,300.0,100.0,0.007054634353741466,0.005277777777777788,0.0038777777777777946,0.0020000000000000018
0.9996666666666666,0.9726349206727648,type4,0.25,0.000499,697.3333333333334,400.0,298.0,96.33333333333333,0.13766687925170065,0.0054194444444444585,0.016322222222222238,0.039666666666666704
0.9984365079365078,0.9697777775204371,type4,1.125,0.00025499999999999996,784.0,400.0,300.0,100.0,0.007781675170068003,0.005199999999999982,0.004155555555555542,0.0020000000000000018
0.998904761904762,0.9708888888132005,type4,1.0,0.00047999999999999996,784.0,400.0,300.0,100.0,0.018188775510204074,0.005236111111111145,0.004144444444444432,0.0013333333333333346
0.9985396825396825,0.9705555558431715,type4,1.625,0.000439,784.0,400.0,300.0,100.0,0.007016369047619042,0.005191666666666668,0.003988888888888893,0.001666666666666668
0.9995793650793651,0.9712698410579136,type4,1.375,0.000481,784.0,400.0,300.0,100.0,0.007183248299319711,0.005149999999999988,0.004011111111111114,0.0023333333333333353
0.9996269841269841,0.9715873018143669,type4,0.75,0.0004940000000000001,719.0,400.0,300.0,100.0,0.09005846088435376,0.0054166666666666625,0.004611111111111121,0.006333333333333339
0.9985476190476191,0.9709523806344894,type4,0.875,0.00034700000000000003,740.6666666666666,400.0,300.0,100.0,0.06927189625850343,0.005316666666666636,0.004344444444444447,0.002666666666666669
0.9990238095238095,0.9703015870442466,type4,2.0,0.000479,784.0,400.0,300.0,100.0,0.006954719387755122,0.005394444444444442,0.0040000000000000036,0.002666666666666669
0.6984444444444443,0.6805873014567391,type4,0.125,4.6e-05,736.3333333333334,400.0,300.0,100.0,0.06849596088435372,0.005100000000000031,0.004088888888888882,0.0023333333333333353
0.6985714285714287,0.6804285718335045,type4,0.125,4.6e-05,734.0,400.0,300.0,100.0,0.07114051870748299,0.0052611111111111235,0.004211111111111092,0.005333333333333338
0.9990873015873016,0.9709682541953192,type4,1.25,0.00047400000000000003,784.0,400.0,300.0,100.0,0.007522321428571455,0.005300000000000009,0.0038222222222222455,0.0006666666666666673
0.9991666666666666,0.9717460312994701,type4,1.0,0.00047999999999999996,784.0,400.0,300.0,100.0,0.021291454081632688,0.005372222222222223,0.004244444444444458,0.0020000000000000018
0.9989444444444443,0.971428571156093,type4,1.75,0.00042300000000000004,784.0,400.0,300.0,100.0,0.007088647959183624,0.005411111111111144,0.003844444444444428,0.0023333333333333353
0.9988809523809524,0.9702857142705765,type4,1.375,0.000481,784.0,400.0,300.0,100.0,0.007374574829932016,0.005197222222222224,0.004011111111111114,0.001666666666666668
0.9989920634920635,0.9709365075429282,type4,0.875,0.00037799999999999997,740.6666666666666,400.0,300.0,100.0,0.0711139455782313,0.00515555555555558,0.004433333333333289,0.0050000000000000044
0.9992539682539684,0.9713492064551703,type4,1.875,0.000489,784.0,400.0,300.0,100.0,0.00698341836734695,0.005077777777777774,0.0035222222222222044,0.0010000000000000009
0.9982857142857142,0.9707936507103936,type4,1.75,0.00042300000000000004,784.0,400.0,300.0,100.0,0.007050382653061201,0.0051249999999999725,0.003977777777777784,0.0006666666666666673
0.999531746031746,0.9722380952759395,type4,0.625,0.000499,714.3333333333334,400.0,300.0,99.33333333333333,0.10215242346938776,0.005333333333333338,0.00583333333333332,0.01366666666666668
0.9991111111111112,0.9710000001816522,type4,1.125,0.00025499999999999996,784.0,400.0,300.0,100.0,0.007509566326530622,0.0053138888888888776,0.004266666666666678,0.0020000000000000018
0.9996031746031746,0.9719682538244458,type4,0.75,0.000469,719.0,400.0,300.0,100.0,0.08982461734693876,0.005247222222222218,0.006155555555555581,0.002666666666666669
0.999079365079365,0.9716825393570794,type4,1.0,0.00047999999999999996,784.0,400.0,300.0,100.0,0.025848214285714266,0.005227777777777757,0.004488888888888876,0.001666666666666668
0.9990396825396827,0.971269841436356,type4,1.5,0.000265,784.0,400.0,300.0,100.0,0.007013180272108843,0.005391666666666646,0.004033333333333333,0.0010000000000000009
0.9991984126984127,0.9702222218286423,type4,0.875,0.000332,762.3333333333334,400.0,300.0,100.0,0.07012755102040817,0.005352777777777762,0.00477777777777777,0.005000000000000004
0.9996031746031745,0.9713809526080177,type4,1.75,0.00041600000000000003,784.0,400.0,300.0,100.0,0.007078018707482962,0.005308333333333359,0.0041999999999999815,0.0020000000000000018
0.9995793650793652,0.9714920633406866,type4,1.875,0.00049,784.0,400.0,300.0,100.0,0.00706632653061227,0.005155555555555543,0.003788888888888916,0.001666666666666668
0.998563492063492,0.9699365077245803,type4,0.75,0.0004940000000000001,719.0,400.0,300.0,99.66666666666667,0.08979804421768707,0.005191666666666632,0.004588888888888865,0.00733333333333334
0.9992857142857142,0.9721904757893275,type4,0.125,4.5e-05,714.0,400.0,300.0,99.33333333333333,0.09643388605442176,0.005402777777777794,0.00582222222222221,0.01100000000000001
0.9992698412698413,0.9715555552982149,type4,0.75,0.0004940000000000001,719.0,400.0,300.0,100.0,0.0898533163265306,0.005233333333333349,0.004166666666666652,0.008000000000000007
0.9990873015873015,0.9705714283140878,type4,1.0,0.000439,784.0,400.0,300.0,100.0,0.013981717687074827,0.005233333333333349,0.004244444444444421,0.002666666666666669
0.998984126984127,0.9711904760466682,type4,1.375,0.00025499999999999996,784.0,400.0,300.0,100.0,0.007198129251700713,0.005383333333333369,0.003766666666666696,0.0030000000000000027
0.9992460317460318,0.9712698413682362,type4,2.0,0.000479,784.0,400.0,300.0,100.0,0.007040816326530604,0.005319444444444432,0.004044444444444443,0.0010000000000000009
0.999515873015873,0.9721269841723972,type4,0.5,0.000301,708.3333333333334,400.0,300.0,99.33333333333333,0.10639136904761903,0.005366666666666631,0.006033333333333335,0.01466666666666668
0.9991825396825397,0.9704285717086187,type4,1.625,0.000408,784.0,400.0,300.0,100.0,0.007123724489795887,0.005244444444444459,0.004055555555555553,0.0013333333333333346
0.9988095238095238,0.9708730157973274,type4,1.75,0.00042300000000000004,784.0,400.0,300.0,100.0,0.007184311224489814,0.005072222222222256,0.003999999999999966,0.0023333333333333353
0.9991984126984126,0.9707301588285536,type4,0.875,0.00031600000000000004,740.6666666666666,400.0,300.0,100.0,0.07105229591836733,0.005308333333333322,0.004555555555555535,0.0006666666666666673
0.9993888888888889,0.9713650788352602,type4,0.25,0.0005,698.0,400.0,298.3333333333333,96.66666666666667,0.13463329081632655,0.0055916666666666615,0.016477777777777775,0.03600000000000003
0.9988333333333334,0.9714285714815533,type4,0.625,0.000469,719.0,400.0,300.0,99.33333333333333,0.09530505952380952,0.005352777777777799,0.004844444444444466,0.011333333333333343
0.9992857142857142,0.9716349204305619,type4,1.75,0.00042300000000000004,784.0,400.0,300.0,100.0,0.007110969387755091,0.005172222222222208,0.003911111111111088,0.0023333333333333353
0.9988333333333334,0.9716666668861631,type4,0.625,0.000496,716.0,400.0,300.0,99.66666666666667,0.09614264455782313,0.005533333333333353,0.00477777777777777,0.009333333333333343
0.9988650793650793,0.9713968253287057,type4,0.375,0.0005,706.3333333333334,400.0,299.3333333333333,99.33333333333333,0.11886798469387756,0.005672222222222227,0.008244444444444462,0.013333333333333345
0.9991984126984127,0.9711111106645495,type4,0.875,0.00034700000000000003,740.6666666666666,400.0,300.0,100.0,0.07349808673469387,0.005222222222222239,0.004355555555555557,0.003000000000000003
0.9975634920634922,0.9696825397885035,type4,1.5,0.00031600000000000004,784.0,400.0,300.0,100.0,0.0070525085034013335,0.005305555555555526,0.004088888888888882,0.001666666666666668
0.9992063492063492,0.9710476193276664,type4,0.25,0.000492,700.0,400.0,297.6666666666667,96.33333333333333,0.13261373299319731,0.005455555555555547,0.015377777777777787,0.04366666666666671
0.999563492063492,0.9713650791001699,type4,0.625,0.000499,713.0,400.0,299.6666666666667,99.0,0.10232142857142856,0.0055611111111110905,0.008344444444444451,0.01466666666666668
0.9993650793650793,0.9714444439978828,type4,2.0,0.000478,784.0,400.0,300.0,100.0,0.007199192176870743,0.005233333333333312,0.004511111111111095,0.0030000000000000027
0.9989523809523808,0.9711587298257008,type4,1.0,0.00037799999999999997,784.0,400.0,300.0,100.0,0.013016581632653032,0.0054194444444444585,0.0037222222222222565,0.0010000000000000009
0.9992222222222223,0.9716984128043764,type4,1.375,0.000439,784.0,400.0,300.0,100.0,0.007227891156462607,0.005333333333333338,0.004288888888888898,0.001666666666666668
0.9993571428571428,0.9710317460090395,type4,1.375,0.000481,784.0,400.0,300.0,100.0,0.007438350340136031,0.0053166666666666735,0.0043333333333333375,0.0046666666666666705
0.9988253968253967,0.9710000003481668,type4,0.75,0.00025499999999999996,719.0,400.0,300.0,99.66666666666667,0.08948341836734697,0.005199999999999982,0.005499999999999987,0.0046666666666666705
0.9988492063492064,0.9715079362354581,type4,0.875,0.000339,762.3333333333334,400.0,300.0,100.0,0.06262329931972788,0.00525277777777781,0.004488888888888876,0.003000000000000003
0.9996428571428572,0.9721587302041432,type4,0.375,0.0004980000000000001,705.0,400.0,299.0,98.33333333333333,0.12401679421768708,0.005355555555555558,0.012422222222222223,0.02100000000000002
0.9986746031746033,0.9713492065687029,type4,1.875,0.000439,784.0,400.0,300.0,100.0,0.00699192176870748,0.00520000000000002,0.004188888888888872,0.0020000000000000018
0.9990158730158729,0.970936508224124,type4,1.125,0.00025499999999999996,784.0,400.0,300.0,100.0,0.007815688775510162,0.005324999999999987,0.004133333333333322,0.0013333333333333346
0.9996349206349207,0.9710476188508291,type4,0.625,0.000499,711.3333333333334,400.0,300.0,99.0,0.10260629251700677,0.0054666666666666934,0.007122222222222252,0.019666666666666683
